nuts2_code,year,gdp_mio_eur,gdp_growth,forcing_var,treated
AT11,2006,5832.66,4.577246982000482,-10585.713333333333,1
AT11,2007,6226.38,6.750264887718482,-10585.713333333333,1
AT11,2008,6239.97,0.21826486658380606,-10585.713333333333,1
AT11,2009,6343.05,1.6519310188991332,-10585.713333333333,1
AT11,2010,6658.47,4.972686641284563,-10585.713333333333,1
AT11,2011,6981.42,4.850213337298204,-10585.713333333333,1
AT11,2012,7258.26,3.965382400715045,-10585.713333333333,1
AT11,2013,7404.83,2.0193545009409952,-10585.713333333333,1
AT11,2014,7647.68,3.27961614243677,-10585.713333333333,1
AT11,2015,8061.08,5.405560902129802,-10585.713333333333,1
AT11,2016,8320.75,3.2212805232053388,-10585.713333333333,1
AT11,2017,8610.36,3.4805756692605883,-10585.713333333333,1
AT11,2018,8832.27,2.5772441570387272,-10585.713333333333,1
AT11,2019,9066.41,2.6509606250714635,-10585.713333333333,1
AT11,2020,8773.9,-3.2263045681807934,-10585.713333333333,1
AT11,2021,9421.37,7.379500564173291,-10585.713333333333,1
AT11,2022,10347.35,9.828506894432554,-10585.713333333333,1
AT11,2023,11301.03,9.216659337898104,-10585.713333333333,1
AT11,2024,11762.16,4.080424527675786,-10585.713333333333,1
AT12,2000,33639.67,,35355.69666666667,0
AT12,2001,33936.33,0.8818754761863001,35355.69666666667,0
AT12,2002,34465.0,1.5578290286545338,35355.69666666667,0
AT12,2003,35260.37,2.307761497171046,35355.69666666667,0
AT12,2004,37800.34,7.203469504148696,35355.69666666667,0
AT12,2005,39284.73,3.9269223504339035,35355.69666666667,0
AT12,2006,41374.73,5.320133293521434,35355.69666666667,0
AT12,2007,44227.36,6.894619010202607,35355.69666666667,0
AT12,2008,45957.0,3.9107918718187085,35355.69666666667,0
AT12,2009,45066.42,-1.9378549513675902,35355.69666666667,0
AT12,2010,46074.28,2.23638798023007,35355.69666666667,0
AT12,2011,48404.67,5.057897811967971,35355.69666666667,0
AT12,2012,49813.28,2.9100704539458677,35355.69666666667,0
AT12,2013,50433.47,1.2450294379330318,35355.69666666667,0
AT12,2014,52041.13,3.187684686379888,35355.69666666667,0
AT12,2015,53778.42,3.338301839333613,35355.69666666667,0
AT12,2016,56034.19,4.19456354426182,35355.69666666667,0
AT12,2017,58226.59,3.9126112111194766,35355.69666666667,0
AT12,2018,60404.56,3.740507558488315,35355.69666666667,0
AT12,2019,63210.19,4.644732119561845,35355.69666666667,0
AT12,2020,59310.96,-6.16867312058389,35355.69666666667,0
AT12,2021,63439.6,6.961006869556652,35355.69666666667,0
AT12,2022,69712.39,9.887814551163633,35355.69666666667,0
AT12,2023,74445.97,6.7901559536260425,35355.69666666667,0
AT12,2024,76877.89,3.266691266162569,35355.69666666667,0
AT13,2000,56460.46,,68095.79666666666,0
AT13,2001,58318.73,3.2912767625343564,68095.79666666666,0
AT13,2002,60607.58,3.924725384109018,68095.79666666666,0
AT13,2003,61305.3,1.1512091391868928,68095.79666666666,0
AT13,2004,62924.23,2.6407667852534678,68095.79666666666,0
AT13,2005,66068.49,4.9968986509648206,68095.79666666666,0
AT13,2006,69354.88,4.974216907333595,68095.79666666666,0
AT13,2007,72705.38,4.830950612271256,68095.79666666666,0
AT13,2008,75605.8,3.989278372522076,68095.79666666666,0
AT13,2009,75026.82,-0.7657878099299187,68095.79666666666,0
AT13,2010,76942.2,2.552927073278588,68095.79666666666,0
AT13,2011,79361.41,3.144191354029391,68095.79666666666,0
AT13,2012,80734.11,1.7296819701162036,68095.79666666666,0
AT13,2013,81911.33,1.4581445190886555,68095.79666666666,0
AT13,2014,83467.6,1.8999447329203445,68095.79666666666,0
AT13,2015,86162.34,3.22848626293315,68095.79666666666,0
AT13,2016,90444.1,4.969410069410851,68095.79666666666,0
AT13,2017,91606.81,1.2855564929055596,68095.79666666666,0
AT13,2018,95891.94,4.677741753042164,68095.79666666666,0
AT13,2019,98542.48,2.7640904960312573,68095.79666666666,0
AT13,2020,95759.07,-2.824578800939437,68095.79666666666,0
AT13,2021,103536.44,8.121810289093245,68095.79666666666,0
AT13,2022,110821.73,7.036450161894692,68095.79666666666,0
AT13,2023,119962.6,8.2482650288892,68095.79666666666,0
AT13,2024,124867.81,4.088949389226304,68095.79666666666,0
AT21,2000,12522.22,,381.7900000000009,0
AT21,2001,12846.04,2.5859631918302206,381.7900000000009,0
AT21,2002,13168.3,2.508633010639838,381.7900000000009,0
AT21,2003,13493.37,2.468579847056951,381.7900000000009,0
AT21,2004,14103.42,4.521109255878986,381.7900000000009,0
AT21,2005,14569.83,3.3070701999940333,381.7900000000009,0
AT21,2006,15395.25,5.665268572111004,381.7900000000009,0
AT21,2007,16533.38,7.392734772088794,381.7900000000009,0
AT21,2008,17061.29,3.192995019772127,381.7900000000009,0
AT21,2009,16262.06,-4.68446407041907,381.7900000000009,0
AT21,2010,16743.96,2.963339207947824,381.7900000000009,0
AT21,2011,17560.32,4.875549153246905,381.7900000000009,0
AT21,2012,17862.94,1.7233171149500626,381.7900000000009,0
AT21,2013,17915.47,0.29407253229312147,381.7900000000009,0
AT21,2014,18654.09,4.1228055976203715,381.7900000000009,0
AT21,2015,18935.65,1.509374083645998,381.7900000000009,0
AT21,2016,19342.28,2.147430904141112,381.7900000000009,0
AT21,2017,20107.36,3.9554799123991735,381.7900000000009,0
AT21,2018,21056.21,4.718918843647302,381.7900000000009,0
AT21,2019,21722.58,3.1647195767899428,381.7900000000009,0
AT21,2020,21178.66,-2.503938298305275,381.7900000000009,0
AT21,2021,22568.48,6.562360413737234,381.7900000000009,0
AT21,2022,25584.97,13.365942234479245,381.7900000000009,0
AT21,2023,28279.81,10.532902715930481,381.7900000000009,0
AT21,2024,28269.73,-0.03564380383037635,381.7900000000009,0
AT22,2000,27434.06,,25459.469999999998,0
AT22,2001,28375.24,3.4306989195182824,25459.469999999998,0
AT22,2002,28723.08,1.225857472923586,25459.469999999998,0
AT22,2003,29768.51,3.6396862731991053,25459.469999999998,0
AT22,2004,31367.25,5.370574476183054,25459.469999999998,0
AT22,2005,32550.24,3.7714176410109213,25459.469999999998,0
AT22,2006,34446.42,5.825394835798425,25459.469999999998,0
AT22,2007,36855.76,6.994456898568857,25459.469999999998,0
AT22,2008,37912.73,2.86785566218144,25459.469999999998,0
AT22,2009,36842.7,-2.8223501710375576,25459.469999999998,0
AT22,2010,37703.98,2.3377222624834992,25459.469999999998,0
AT22,2011,39825.12,5.625772133339768,25459.469999999998,0
AT22,2012,41349.81,3.8284630404126663,25459.469999999998,0
AT22,2013,41298.44,-0.12423273528946455,25459.469999999998,0
AT22,2014,42745.58,3.5041033026913304,25459.469999999998,0
AT22,2015,43716.71,2.2718840170141474,25459.469999999998,0
AT22,2016,45702.77,4.543022565055788,25459.469999999998,0
AT22,2017,47880.87,4.765794283366209,25459.469999999998,0
AT22,2018,49180.94,2.7152179983362945,25459.469999999998,0
AT22,2019,51158.67,4.021334281125966,25459.469999999998,0
AT22,2020,48992.47,-4.234277396187192,25459.469999999998,0
AT22,2021,52124.55,6.392982431790029,25459.469999999998,0
AT22,2022,57562.01,10.43166799521531,25459.469999999998,0
AT22,2023,61170.79,6.269378015117955,25459.469999999998,0
AT22,2024,63923.81,4.500546747884071,25459.469999999998,0
AT31,2000,34987.54,,40511.97,0
AT31,2001,36845.61,5.310662024252055,40511.97,0
AT31,2002,37574.84,1.9791502976880926,40511.97,0
AT31,2003,38815.97,3.3030879173404415,40511.97,0
AT31,2004,40280.4,3.772751267068686,40511.97,0
AT31,2005,42805.62,6.269103583877023,40511.97,0
AT31,2006,45092.34,5.342102275355409,40511.97,0
AT31,2007,47961.39,6.362610589736528,40511.97,0
AT31,2008,50197.66,4.662646349490718,40511.97,0
AT31,2009,48486.23,-3.4093820309552325,40511.97,0
AT31,2010,49704.74,2.5131052672067833,40511.97,0
AT31,2011,52904.61,6.437756238137449,40511.97,0
AT31,2012,54152.01,2.357828552180985,40511.97,0
AT31,2013,55510.36,2.5084018118625595,40511.97,0
AT31,2014,57092.72,2.8505669932603617,40511.97,0
AT31,2015,59137.46,3.581437353133632,40511.97,0
AT31,2016,61092.38,3.3057219569457397,40511.97,0
AT31,2017,63441.65,3.845438661908407,40511.97,0
AT31,2018,66564.8,4.922870070371754,40511.97,0
AT31,2019,68767.6,3.3092565439992283,40511.97,0
AT31,2020,66531.34,-3.2519093293935097,40511.97,0
AT31,2021,71108.47,6.879660021878409,40511.97,0
AT31,2022,77363.0,8.795759492504907,40511.97,0
AT31,2023,81291.54,5.078060571591059,40511.97,0
AT31,2024,82537.85,1.5331361664448817,40511.97,0
AT32,2000,14957.82,,6356.866666666669,0
AT32,2001,15413.9,3.0491074234079596,6356.866666666669,0
AT32,2002,15849.73,2.8275128293293816,6356.866666666669,0
AT32,2003,16380.41,3.3481958367745035,6356.866666666669,0
AT32,2004,17258.22,5.358901272922978,6356.866666666669,0
AT32,2005,18108.73,4.9281443856898255,6356.866666666669,0
AT32,2006,19180.14,5.916538597681886,6356.866666666669,0
AT32,2007,20551.2,7.148331555452669,6356.866666666669,0
AT32,2008,20927.65,1.8317665148507078,6356.866666666669,0
AT32,2009,20458.18,-2.2433001316440215,6356.866666666669,0
AT32,2010,21555.73,5.36484672634614,6356.866666666669,0
AT32,2011,22543.52,4.582493842704483,6356.866666666669,0
AT32,2012,23424.91,3.9097266087993354,6356.866666666669,0
AT32,2013,23326.69,-0.41929723529354757,6356.866666666669,0
AT32,2014,23829.41,2.1551278814096797,6356.866666666669,0
AT32,2015,24928.54,4.612493553134556,6356.866666666669,0
AT32,2016,26099.3,4.696464373765963,6356.866666666669,0
AT32,2017,26911.47,3.111845911576183,6356.866666666669,0
AT32,2018,27984.39,3.986850216654836,6356.866666666669,0
AT32,2019,29028.88,3.7324022428218084,6356.866666666669,0
AT32,2020,28079.62,-3.270053822262531,6356.866666666669,0
AT32,2021,29439.53,4.843049870332994,6356.866666666669,0
AT32,2022,34321.2,16.58202423747932,6356.866666666669,0
AT32,2023,36156.39,5.347103248138185,6356.866666666669,0
AT32,2024,37662.53,4.1656260483969865,6356.866666666669,0
AT33,2000,17803.83,,11649.0,0
AT33,2001,18613.1,4.545482629299413,11649.0,0
AT33,2002,19198.44,3.1447743793349803,11649.0,0
AT33,2003,19793.78,3.100981121382773,11649.0,0
AT33,2004,20306.36,2.5896013798274,11649.0,0
AT33,2005,21837.86,7.541972071804115,11649.0,0
AT33,2006,23056.99,5.582644086920618,11649.0,0
AT33,2007,24186.52,4.8988614732452085,11649.0,0
AT33,2008,24618.06,1.7842169935980978,11649.0,0
AT33,2009,24598.13,-0.08095682600497422,11649.0,0
AT33,2010,25182.82,2.376969306203347,11649.0,0
AT33,2011,26329.8,4.554613025864462,11649.0,0
AT33,2012,27460.66,4.294981351928229,11649.0,0
AT33,2013,28235.85,2.8229110298150006,11649.0,0
AT33,2014,28847.25,2.1653323700189686,11649.0,0
AT33,2015,30368.65,5.273986255188978,11649.0,0
AT33,2016,31517.75,3.783836291702136,11649.0,0
AT33,2017,32602.57,3.4419335136550044,11649.0,0
AT33,2018,34043.59,4.419958303900562,11649.0,0
AT33,2019,35333.41,3.788730859465783,11649.0,0
AT33,2020,33361.16,-5.5818275111289894,11649.0,0
AT33,2021,33876.81,1.5456596832963632,11649.0,0
AT33,2022,39581.9,16.840694268439105,11649.0,0
AT33,2023,42713.9,7.912707575937494,11649.0,0
AT33,2024,44805.15,4.895947220928076,11649.0,0
AT34,2000,9593.23,,-2098.256666666668,1
AT34,2001,9883.03,3.020880349996835,-2098.256666666668,1
AT34,2002,10185.19,3.057361962879801,-2098.256666666668,1
AT34,2003,10355.48,1.6719373914477753,-2098.256666666668,1
AT34,2004,10854.31,4.817063042949243,-2098.256666666668,1
AT34,2005,11433.89,5.339630064002221,-2098.256666666668,1
AT34,2006,12084.73,5.69220099196337,-2098.256666666668,1
AT34,2007,12845.34,6.293975951469344,-2098.256666666668,1
AT34,2008,13201.65,2.7738463909869226,-2098.256666666668,1
AT34,2009,13056.84,-1.0969083410028224,-2098.256666666668,1
AT34,2010,13347.29,2.22450455087142,-2098.256666666668,1
AT34,2011,14123.55,5.8158622461937926,-2098.256666666668,1
AT34,2012,14396.01,1.9291183873742845,-2098.256666666668,1
AT34,2013,15023.55,4.359124507415579,-2098.256666666668,1
AT34,2014,15657.56,4.220107764143632,-2098.256666666668,1
AT34,2015,16860.71,7.684147466144142,-2098.256666666668,1
AT34,2016,16973.61,0.6696040676816173,-2098.256666666668,1
AT34,2017,17769.92,4.69145927118626,-2098.256666666668,1
AT34,2018,19134.15,7.6771870666835,-2098.256666666668,1
AT34,2019,18732.98,-2.096617827287872,-2098.256666666668,1
AT34,2020,18188.87,-2.904556562810623,-2098.256666666668,1
AT34,2021,20568.34,13.082011141978601,-2098.256666666668,1
AT34,2022,23935.91,16.372590106931327,-2098.256666666668,1
AT34,2023,22354.03,-6.608814956272813,-2098.256666666668,1
AT34,2024,23213.53,3.8449442896873576,-2098.256666666668,1
ATZZ,2000,108.77,,-18460.489999999998,1
ATZZ,2001,109.7,0.8550151696239849,-18460.489999999998,1
ATZZ,2002,111.03,1.2123974475843236,-18460.489999999998,1
ATZZ,2003,109.75,-1.1528415743492726,-18460.489999999998,1
ATZZ,2004,114.52,4.346241457858757,-18460.489999999998,1
ATZZ,2005,117.06,2.217953195948308,-18460.489999999998,1
ATZZ,2006,115.51,-1.3241072954040645,-18460.489999999998,1
ATZZ,2007,114.41,-0.9522985022941799,-18460.489999999998,1
ATZZ,2008,126.64,10.689625032776862,-18460.489999999998,1
ATZZ,2009,132.57,4.682564750473772,-18460.489999999998,1
ATZZ,2010,136.0,2.587312363279781,-18460.489999999998,1
ATZZ,2011,133.74,-1.6617647058823515,-18460.489999999998,1
ATZZ,2012,136.29,1.9066846119335956,-18460.489999999998,1
ATZZ,2013,130.58,-4.1895957150194345,-18460.489999999998,1
ATZZ,2014,130.48,-0.07658140603463703,-18460.489999999998,1
ATZZ,2015,136.23,4.406805640711231,-18460.489999999998,1
ATZZ,2016,138.47,1.64427805916465,-18460.489999999998,1
ATZZ,2017,138.42,-0.036108904455844915,-18460.489999999998,1
ATZZ,2018,142.58,3.00534604825895,-18460.489999999998,1
ATZZ,2019,143.59,0.7083742460373132,-18460.489999999998,1
ATZZ,2020,141.84,-1.218747823664601,-18460.489999999998,1
ATZZ,2021,145.67,2.700225606316975,-18460.489999999998,1
ATZZ,2022,152.86,4.935813825770596,-18460.489999999998,1
ATZZ,2023,161.27,5.501766322124824,-18460.489999999998,1
ATZZ,2024,164.86,2.2260804861412575,-18460.489999999998,1
BE10,2003,54681.25,,59027.06999999999,0
BE10,2004,57619.35,5.37313978740428,59027.06999999999,0
BE10,2005,59500.55,3.264875428133096,59027.06999999999,0
BE10,2006,62125.09,4.4109508231436445,59027.06999999999,0
BE10,2007,64604.73,3.9913664511391556,59027.06999999999,0
BE10,2008,65375.89,1.1936587305604318,59027.06999999999,0
BE10,2009,65449.0,0.11183021753127242,59027.06999999999,0
BE10,2010,68356.36,4.442176351051974,59027.06999999999,0
BE10,2011,70768.13,3.5282305845425466,59027.06999999999,0
BE10,2012,73023.93,3.1875930591920287,59027.06999999999,0
BE10,2013,73315.82,0.3997182841296132,59027.06999999999,0
BE10,2014,75628.37,3.154230560334703,59027.06999999999,0
BE10,2015,78053.56,3.206719912117628,59027.06999999999,0
BE10,2016,79185.93,1.4507602215709348,59027.06999999999,0
BE10,2017,81785.97,3.283462099895784,59027.06999999999,0
BE10,2018,83415.52,1.9924566524062826,59027.06999999999,0
BE10,2019,87369.66,4.74029293349727,59027.06999999999,0
BE10,2020,83321.85,-4.632969843307155,59027.06999999999,0
BE10,2021,89494.83,7.408596904653453,59027.06999999999,0
BE10,2022,96651.18,7.996383701717735,59027.06999999999,0
BE10,2023,103568.87,7.157377695750844,59027.06999999999,0
BE10,2024,108152.97,4.426136927051538,59027.06999999999,0
BE21,2003,52247.68,,60349.26999999999,0
BE21,2004,55681.61,6.5724066599703646,60349.26999999999,0
BE21,2005,59450.38,6.76842857094111,60349.26999999999,0
BE21,2006,61495.13,3.4394229271537125,60349.26999999999,0
BE21,2007,65422.79,6.386944787335191,60349.26999999999,0
BE21,2008,67004.96,2.418377449203879,60349.26999999999,0
BE21,2009,64910.41,-3.1259626153049003,60349.26999999999,0
BE21,2010,67753.39,4.379852168550458,60349.26999999999,0
BE21,2011,71215.3,5.1095745910278545,60349.26999999999,0
BE21,2012,72925.28,2.401141327776468,60349.26999999999,0
BE21,2013,74371.24,1.9827966378737294,60349.26999999999,0
BE21,2014,76300.51,2.594107614717722,60349.26999999999,0
BE21,2015,78966.51,3.494078873129425,60349.26999999999,0
BE21,2016,81567.44,3.2937127397424604,60349.26999999999,0
BE21,2017,84264.3,3.3062947666372855,60349.26999999999,0
BE21,2018,87685.58,4.060177323018177,60349.26999999999,0
BE21,2019,91305.71,4.128535159372837,60349.26999999999,0
BE21,2020,89317.74,-2.1772679934256023,60349.26999999999,0
BE21,2021,96690.57,8.254608770889194,60349.26999999999,0
BE21,2022,109773.48,13.530699012323533,60349.26999999999,0
BE21,2023,116240.75,5.8914685040503345,60349.26999999999,0
BE21,2024,117766.57,1.3126377797803235,60349.26999999999,0
BE22,2003,18221.31,,6924.623333333337,0
BE22,2004,18762.34,2.9692157150062126,6924.623333333337,0
BE22,2005,19244.75,2.5711611664643197,6924.623333333337,0
BE22,2006,20541.35,6.737421894282858,6924.623333333337,0
BE22,2007,21814.43,6.197645237533078,6924.623333333337,0
BE22,2008,22647.58,3.8192609204091177,6924.623333333337,0
BE22,2009,21221.78,-6.295595379285568,6924.623333333337,0
BE22,2010,22200.23,4.6105934563453355,6924.623333333337,0
BE22,2011,23479.2,5.761066439401752,6924.623333333337,0
BE22,2012,23766.39,1.223167739957054,6924.623333333337,0
BE22,2013,24293.29,2.216996354936529,6924.623333333337,0
BE22,2014,25045.96,3.0982629359794345,6924.623333333337,0
BE22,2015,25326.09,1.1184638161204408,6924.623333333337,0
BE22,2016,26188.47,3.405105170201961,6924.623333333337,0
BE22,2017,27382.67,4.56002202495982,6924.623333333337,0
BE22,2018,28397.82,3.7072717890549,6924.623333333337,0
BE22,2019,29396.34,3.5161853973298074,6924.623333333337,0
BE22,2020,28517.48,-2.9896919140273925,6924.623333333337,0
BE22,2021,31344.81,9.914375323485803,6924.623333333337,0
BE22,2022,35146.55,12.128770281268263,6924.623333333337,0
BE22,2023,37264.11,6.0249441268061865,6924.623333333337,0
BE22,2024,38230.78,2.5941046223832975,6924.623333333337,0
BE23,2003,33095.91,,31669.250000000004,0
BE23,2004,34752.22,5.004576094145774,31669.250000000004,0
BE23,2005,35993.11,3.570678362418289,31669.250000000004,0
BE23,2006,38106.79,5.872457256402686,31669.250000000004,0
BE23,2007,40732.43,6.890215628238439,31669.250000000004,0
BE23,2008,41429.03,1.7101852258752936,31669.250000000004,0
BE23,2009,41665.99,0.5719660827202544,31669.250000000004,0
BE23,2010,43336.99,4.010465129953711,31669.250000000004,0
BE23,2011,45545.91,5.097077577376763,31669.250000000004,0
BE23,2012,46224.05,1.4889152505680459,31669.250000000004,0
BE23,2013,47417.16,2.5811455292212626,31669.250000000004,0
BE23,2014,48426.4,2.128427767500196,31669.250000000004,0
BE23,2015,50332.39,3.935849041018935,31669.250000000004,0
BE23,2016,52035.61,3.383944215643253,31669.250000000004,0
BE23,2017,54430.85,4.60307854563442,31669.250000000004,0
BE23,2018,55909.47,2.7165109492135464,31669.250000000004,0
BE23,2019,58149.08,4.005779342927052,31669.250000000004,0
BE23,2020,56719.42,-2.458611554989354,31669.250000000004,0
BE23,2021,63479.66,11.918739648607147,31669.250000000004,0
BE23,2022,71105.35,12.012808512206895,31669.250000000004,0
BE23,2023,75592.12,6.310031523647641,31669.250000000004,0
BE23,2024,78272.44,3.545766410572959,31669.250000000004,0
BE24,2003,28543.06,,26236.63,0
BE24,2004,30324.9,6.242638315583537,26236.63,0
BE24,2005,31741.74,4.672200073207167,26236.63,0
BE24,2006,33822.53,6.555374721108542,26236.63,0
BE24,2007,35700.8,5.553310175199799,26236.63,0
BE24,2008,36663.01,2.695205709675963,26236.63,0
BE24,2009,37457.38,2.166679713422326,26236.63,0
BE24,2010,38395.82,2.5053540850961786,26236.63,0
BE24,2011,40165.72,4.609616359280788,26236.63,0
BE24,2012,41738.73,3.916299770052678,26236.63,0
BE24,2013,42432.31,1.6617180254406172,26236.63,0
BE24,2014,43217.76,1.851065850527589,26236.63,0
BE24,2015,44661.63,3.3409181780823305,26236.63,0
BE24,2016,46617.15,4.378523578293048,26236.63,0
BE24,2017,47997.86,2.9618069744718367,26236.63,0
BE24,2018,49664.72,3.4727798281006805,26236.63,0
BE24,2019,51956.95,4.615409087174949,26236.63,0
BE24,2020,49502.46,-4.724084073449264,26236.63,0
BE24,2021,56297.34,13.72634814512248,26236.63,0
BE24,2022,59739.57,6.11437414272149,26236.63,0
BE24,2023,66454.71,11.240690215882054,26236.63,0
BE24,2024,68661.94,3.321404908696457,26236.63,0
BE25,2003,28731.74,,23866.860000000004,0
BE25,2004,30169.34,5.0035257175513825,23866.860000000004,0
BE25,2005,31353.22,3.9241163379775568,23866.860000000004,0
BE25,2006,33471.28,6.755478384676272,23866.860000000004,0
BE25,2007,35549.38,6.208606303672881,23866.860000000004,0
BE25,2008,35831.67,0.7940785465175404,23866.860000000004,0
BE25,2009,35020.46,-2.2639469497235276,23866.860000000004,0
BE25,2010,36732.74,4.889370385197678,23866.860000000004,0
BE25,2011,38353.94,4.413501415903109,23866.860000000004,0
BE25,2012,39204.27,2.217060359378964,23866.860000000004,0
BE25,2013,40109.03,2.3078098380610035,23866.860000000004,0
BE25,2014,41446.47,3.3345109567596287,23866.860000000004,0
BE25,2015,42158.58,1.7181439094813067,23866.860000000004,0
BE25,2016,43782.18,3.851173355459303,23866.860000000004,0
BE25,2017,45181.69,3.1965288160616945,23866.860000000004,0
BE25,2018,46501.64,2.9214267992188736,23866.860000000004,0
BE25,2019,48423.6,4.1331015422251705,23866.860000000004,0
BE25,2020,47249.8,-2.4240246491380124,23866.860000000004,0
BE25,2021,51895.56,9.83233791465783,23866.860000000004,0
BE25,2022,57811.33,11.399375977443938,23866.860000000004,0
BE25,2023,62882.78,8.772415372557596,23866.860000000004,0
BE25,2024,64563.76,2.6731960641689145,23866.860000000004,0
BE31,2003,9715.17,,-1960.6533333333318,1
BE31,2004,10461.78,7.684991616204351,-1960.6533333333318,1
BE31,2005,11295.38,7.968051325873793,-1960.6533333333318,1
BE31,2006,11352.17,0.5027719297624467,-1960.6533333333318,1
BE31,2007,12404.8,9.27250032372664,-1960.6533333333318,1
BE31,2008,12903.58,4.020862891783827,-1960.6533333333318,1
BE31,2009,13169.43,2.060280945288051,-1960.6533333333318,1
BE31,2010,14890.58,13.069282421486728,-1960.6533333333318,1
BE31,2011,14302.67,-3.948200808833502,-1960.6533333333318,1
BE31,2012,14959.08,4.589422814061983,-1960.6533333333318,1
BE31,2013,15562.06,4.030862860550255,-1960.6533333333318,1
BE31,2014,16226.23,4.267879702301625,-1960.6533333333318,1
BE31,2015,16282.04,0.3439492722585591,-1960.6533333333318,1
BE31,2016,17396.42,6.8442283645046675,-1960.6533333333318,1
BE31,2017,18182.44,4.518285946188927,-1960.6533333333318,1
BE31,2018,20396.29,12.175758589056262,-1960.6533333333318,1
BE31,2019,22739.27,11.48728518764932,-1960.6533333333318,1
BE31,2020,22295.93,-1.9496668098843983,-1960.6533333333318,1
BE31,2021,21627.82,-2.996555873650486,-1960.6533333333318,1
BE31,2022,25594.19,18.3392038587338,-1960.6533333333318,1
BE31,2023,28280.52,10.495858630415732,-1960.6533333333318,1
BE31,2024,28893.16,2.166296800766032,-1960.6533333333318,1
BE32,2003,22360.62,,12590.876666666663,0
BE32,2004,23825.12,6.5494606142405765,12590.876666666663,0
BE32,2005,24687.88,3.6212199560799796,12590.876666666663,0
BE32,2006,25599.3,3.6917710228662637,12590.876666666663,0
BE32,2007,26901.32,5.086154699542567,12590.876666666663,0
BE32,2008,27960.62,3.9377249889596566,12590.876666666663,0
BE32,2009,26854.54,-3.955849333813044,12590.876666666663,0
BE32,2010,28111.15,4.679320517126717,12590.876666666663,0
BE32,2011,29380.68,4.516108376925176,12590.876666666663,0
BE32,2012,29589.38,0.7103307343465204,12590.876666666663,0
