nuts2_code,year,gdp_growth,forcing_var,treated
ES11,2020,-8.518805618430436,38066.45,0
ES12,2020,-9.676928667404685,2637.7166666666635,0
ES13,2020,-8.989519699602077,-6116.816666666668,1
ES21,2020,-9.90189189189188,46346.18333333333,0
ES22,2020,-9.062993882384209,-299.6499999999978,1
ES23,2020,-7.908886389201353,-10647.016666666666,1
ES24,2020,-6.524095868722557,14874.616666666663,0
ES30,2020,-9.359775373591471,186977.35,0
ES41,2020,-8.138583585362413,34470.316666666666,0
ES42,2020,-7.233605187897673,19161.45,0
ES43,2020,-7.884305564085969,-219.14999999999785,1
ES51,2020,-10.537886743241543,187383.2166666667,0
ES52,2020,-9.024303426152668,82296.34999999999,0
ES53,2020,-22.362054811269672,10069.65,0
ES61,2020,-9.626336582397643,126552.18333333332,0
ES62,2020,-7.758623301929957,10210.083333333332,0
ES63,2020,-7.48795180722891,-17101.38333333333,1
ES64,2020,-6.929043010063452,-17191.88333333333,1
ES70,2020,-17.871907146665265,21047.516666666663,0
ESZZ,2020,1.7569296375266497,-17418.916666666664,1
FI19,2020,-0.1261129897336732,28520.110000000004,0
FI1B,2020,-1.4272580803792567,63344.56,0
FI1C,2020,-1.038641243299987,20687.426666666663,0
FI1D,2020,-0.1652060949327016,22227.346666666668,0
FI20,2020,-11.956892840708356,-17230.946666666667,1
FIZZ,2020,-11.896336386344707,-18533.796666666665,1
FR10,2020,-7.633612566044878,633362.5833333333,0
FRB0,2020,-3.554180570096144,52595.350000000006,0
FRC1,2020,-2.773408055582871,26880.883333333328,0
FRC2,2020,-3.0521130946964847,11858.350000000002,0
FRD1,2020,-3.0817131260945096,21521.35,0
FRD2,2020,-4.22444747798052,35080.98333333334,0
FRE1,2020,-3.201591822402561,87815.41666666667,0
FRE2,2020,-4.156183462486418,28852.81666666667,0
FRF1,2020,-4.590239453965983,39264.18333333333,0
FRF2,2020,-4.534666743684335,18972.65,0
FRF3,2020,-3.693672956652483,39130.71666666666,0
FRG0,2020,-1.5271659085942637,90824.48333333332,0
FRH0,2020,-2.183296609732943,73307.15,0
FRI1,2020,-3.5538300463281214,80507.51666666668,0
FRI2,2020,-1.9877198459777423,-71.48333333333358,1
FRI3,2020,-2.464241699966385,30109.15,0
FRJ1,2020,-1.3065972161120598,52975.88333333333,0
FRJ2,2020,-6.689548148706448,73133.45,0
FRK1,2020,-3.430647819789212,17142.71666666667,0
FRK2,2020,-3.7496216438483554,198797.11666666664,0
FRL0,2020,-3.86767134776661,140759.31666666668,0
FRM0,2020,-4.454413587066153,-9403.85,1
FRY1,2020,-3.7194484445584255,-9164.68333333333,1
FRY2,2020,-3.3652451407020667,-9806.583333333332,1
FRY3,2020,-1.3263827389099037,-14261.183333333334,1
FRY4,2020,-1.197139144403625,-867.4166666666679,1
FRY5,2020,4.655441347038347,-16684.25,1
FRZZ,2020,-0.2185223725286178,-17656.716666666667,1
HR02,2020,-5.512956548339599,-10067.163333333332,1
HR03,2020,-14.384694666034136,-3859.893333333332,1
HR05,2020,-7.946857445515043,-3099.126666666665,1
HR06,2020,-4.690175254173823,-11575.436666666665,1
HU11,2020,-6.992683109313469,22096.873333333333,0
HU12,2020,-3.0903209136748377,-7097.163333333332,1
HU21,2020,-7.286316588561348,-7294.606666666663,1
HU22,2020,-7.686232783916347,-6566.076666666668,1
HU23,2020,-5.350529486494615,-11721.186666666665,1
HU31,2020,-3.351443646846186,-10041.516666666666,1
HU32,2020,-3.8401132063090815,-7899.17,1
HU33,2020,-3.701535575449655,-8313.93333333333,1
IE04,2020,10.84576266452586,3624.763333333333,0
IE05,2020,5.541320645375136,68473.85,0
IE06,2020,3.7482494774199626,121718.37666666666,0
ITC1,2020,-8.162631745634252,106691.53333333333,0
ITC2,2020,-8.393822759967096,-13967.673333333332,1
ITC3,2020,-9.279247753032072,28325.32666666667,0
ITC4,2020,-6.19397626916296,351888.0666666667,0
ITF1,2020,-7.464047611265057,13182.153333333332,0
ITF2,2020,-7.544781643227239,-12347.176666666666,1
ITF3,2020,-7.527361690271395,84738.55,0
ITF4,2020,-5.954719084030913,53449.76,0
ITF5,2020,-9.38618862426056,-6876.726666666666,1
ITF6,2020,-7.036033105426753,13908.546666666663,0
ITG1,2020,-5.978905906002696,66669.68,0
ITG2,2020,-7.513511890034163,14416.283333333336,0
ITH1,2020,-6.757659288148243,4353.186666666668,0
ITH2,2020,-6.015367853278875,447.130000000001,0
ITH3,2020,-8.330435652153302,134063.53,0
ITH4,2020,-6.603170647857814,17105.506666666664,0
ITH5,2020,-6.630763447212362,131103.12333333335,0
ITI1,2020,-11.55785131951661,91828.13666666666,0
ITI2,2020,-8.090031923387375,2681.2400000000016,0
ITI3,2020,-7.825358376533542,21188.76333333333,0
ITI4,2020,-7.57407413685306,173371.71000000002,0
ITZZ,2020,-19.32634184802421,-17321.036666666667,1
LT01,2020,2.243831542915053,-3447.08,1
LT02,2020,1.9632212462745715,3813.163333333334,0
LU00,2020,3.3392758122522626,35451.68000000001,0
LV00,2020,-1.1650374950508469,5046.643333333333,0
LVZZ,2020,3.160162796265253,-18560.096666666665,1
ME00,2020,-15.384034345978993,-14929.266666666666,1
MK00,2020,-3.643478446178505,-9498.61,1
MT00,2020,-1.5501705791457043,-8599.76333333333,1
MTZZ,2020,-28.53610286844708,-18579.93333333333,1
NL11,2020,-6.951995599047478,7637.716666666663,0
NL12,2020,0.5311468553907073,455.1766666666663,0
NL13,2020,-1.2040188113542127,-4265.606666666663,1
NL21,2020,-0.2930044807945231,20484.000000000004,0
NL22,2020,-0.1714371857480245,51653.543333333335,0
NL23,2020,-0.0534324037109068,-6246.849999999999,1
NL32,2020,-5.125579470785802,129652.60666666664,0
NL34,2020,-0.300952125482945,-6179.316666666668,1
NL35,2020,2.2048638818195743,45685.616666666654,0
NL36,2020,-0.8338938596181511,128532.34,0
NL41,2020,-0.1962645375741423,84315.61666666668,0
NL42,2020,-2.0116735524673746,21108.79,0
NLZZ,2020,-40.15130103819268,-15250.123333333331,1
NO02,2020,-9.251761344298092,-2314.7966666666653,1
NO06,2020,-7.466605961590888,4529.310000000001,0
NO07,2020,-11.499598019718182,5323.476666666669,0
NO08,2020,-6.002309477620049,100103.58666666668,0
NO09,2020,-8.673317671579294,13457.990000000002,0
NO0A,2020,-9.41435335623433,62385.88333333333,0
NO0B,2020,-32.85666218034993,-18430.306666666667,1
NOZZ,2020,-32.764034849095616,40717.013333333336,0
PL21,2020,-1.093675887058332,14660.626666666669,0
PL22,2020,-4.563669339457288,33432.423333333325,0
PL41,2020,-0.2929581424472971,22844.303333333333,0
PL42,2020,-0.7851991727818031,-2652.140000000001,1
PL43,2020,-1.3064433968220324,-9128.33,1
PL51,2020,0.1637987594612866,16898.916666666668,0
PL52,2020,-2.323801393176894,-9760.356666666665,1
PL61,2020,0.6702146668460696,124.46666666666351,0
PL62,2020,0.7677078541406201,-7221.913333333332,1
PL63,2020,-3.120346856025391,5644.816666666669,0
PL71,2020,1.179131263322608,7367.920000000002,0
PL72,2020,-0.9858977277865666,-8360.663333333332,1
PL81,2020,-1.77556198678549,-2010.6866666666683,1
PL82,2020,-3.552955372497601,-2019.8899999999996,1
PL84,2020,0.1530449027659086,-9009.04,1
PL91,2020,-0.3469222764151403,51752.38333333333,0
PL92,2020,-2.196016585685201,4266.133333333331,0
PT11,2020,-4.398362024360725,34356.71000000001,0
PT15,2020,-16.801799981669042,-10661.123333333331,1
PT19,2020,-3.4266223572750665,6959.743333333332,0
PT1A,2020,-7.39187107334388,37139.03333333334,0
PT1B,2020,-5.140579589231853,-9158.84,1
PT1C,2020,-9.616657294029396,-10541.313333333332,1
PT1D,2020,-3.650215956677117,-6833.9366666666665,1
PT20,2020,-8.091515290871465,-14820.366666666669,1
PT30,2020,-13.32745858301022,-14285.593333333332,1
PTZZ,2020,-3.2925501249119304,-18456.43333333333,1
RO11,2020,-0.1648670818820363,-169.4866666666676,1
RO12,2020,-0.4927982982138257,-833.9666666666672,1
RO21,2020,0.800710341905253,-2479.6099999999988,1
RO22,2020,-4.390964191714608,-1390.5266666666648,1
RO31,2020,-2.4574530603171496,1375.5633333333317,0
RO32,2020,-0.9740234998531828,24434.22333333334,0
RO41,2020,-3.2184347276651093,-6980.689999999999,1
RO42,2020,-3.671000194992091,-3399.0133333333306,1
ROZZ,2020,-1.2486462381346763,-18478.13333333333,1
RS11,2020,1.941677960001176,-3125.9666666666653,1
RS12,2020,1.96556224378166,-8799.32,1
RS21,2020,1.0221695157015764,-11527.563333333332,1
RS22,2020,2.869605660641472,-13487.0,1
RSZZ,2020,-3.8271049076992414,-18571.77,1
SE11,2020,1.7144936243666198,123583.32,0
SE12,2020,1.6088355277252608,45692.98666666666,0
SE21,2020,0.7785570320702595,14063.130000000005,0
SE22,2020,2.7735109241842304,38475.46000000001,0
SE23,2020,-1.205801912150617,69079.75333333334,0
SE31,2020,-0.2919301712057232,11985.763333333332,0
SE32,2020,-1.3853219151030438,-4063.7933333333312,1
SE33,2020,-1.21325142327956,2947.6600000000035,0
SEZZ,2020,-4.214675560946035,-18492.39,1
SI03,2020,-3.169682997897472,-1838.563333333332,1
SI04,2020,-2.7738552204744416,3240.126666666664,0
SK01,2020,-0.4484571126485259,4339.220000000001,0
SK02,2020,-0.0153435671837232,5867.556666666664,0
SK03,2020,-2.204015656773639,-2925.453333333333,1
SK04,2020,1.5820291276121168,-2143.463333333333,1
TR10,2020,-9.371286856960948,213504.0433333333,0
TR21,2020,-4.833125444435382,180.10333333332892,0
TR22,2020,-4.759241908949408,-4066.8066666666655,1
TR31,2020,-9.71355283923756,27056.523333333327,0
TR32,2020,-12.266743753772092,6198.516666666666,0
TR33,2020,-6.383415499539014,5478.306666666671,0
TR41,2020,-9.6453994799938,23622.46666666667,0
TR42,2020,-4.626332853505256,25837.85333333333,0
TR51,2020,-4.598042934170388,52653.813333333324,0
TR52,2020,-4.118075889286288,-186.55333333332965,1
TR61,2020,-27.981148333308425,10780.773333333334,0
TR62,2020,-3.747001428716701,9901.82,0
TR63,2020,-6.155662696870213,77.20999999999913,0
TR71,2020,-6.227671702974313,-8201.689999999999,1
TR72,2020,-4.829157995272137,-745.7266666666656,1
TR81,2020,-4.3770806574222165,-11291.176666666666,1
TR82,2020,-1.3681719772055123,-13228.646666666667,1
TR83,2020,-5.9962937702914605,-1418.8033333333296,1
TR90,2020,-7.332471320630596,-1357.7866666666669,1
TRA1,2020,-5.411447600548414,-11863.379999999996,1
TRA2,2020,-3.548147632635068,-13848.386666666664,1
TRB1,2020,-2.3632685152151223,-8850.43333333333,1
TRB2,2020,-5.821130659432583,-10592.276666666668,1
TRC1,2020,2.1900223695705545,-2200.3099999999977,1
TRC2,2020,-4.0666283925170905,-4232.816666666668,1
TRC3,2020,-3.1880503734507792,-8596.026666666667,1
