nuts2_code,year,gdp_growth,forcing_var,treated
DE92,2019,3.469746820208619,57611.02333333332,0
DE93,2019,4.526191531601387,25820.79333333333,0
DE94,2019,4.208615471503152,63186.33,0
DEA1,2019,1.209908743549204,183247.02666666664,0
DEA2,2019,1.7017274353744671,156374.73333333334,0
DEA3,2019,3.852158109017445,62566.34333333332,0
DEA4,2019,3.0746082602648217,54228.08,0
DEA5,2019,2.061627752466566,99963.76333333334,0
DEB1,2019,3.348658129384852,27805.710000000003,0
DEB2,2019,3.474342472710324,-3213.366666666665,1
DEB3,2019,2.8769892497306992,54830.10666666666,0
DEC0,2019,0.4851186751960501,15943.91,0
DED2,2019,4.225058292239736,27256.72,0
DED4,2019,2.8851251961730773,19570.906666666662,0
DED5,2019,4.777706814980198,12594.163333333334,0
DEE0,2019,4.68057457610751,39355.15666666666,0
DEF0,2019,4.616460010569079,66800.61666666667,0
DEG0,2019,2.634393305703875,39930.2,0
DK01,2019,1.7480223717962984,91865.42333333334,0
DK02,2019,3.911712689885327,8872.676666666666,0
DK03,2019,2.8246212256618497,33755.36333333333,0
DK04,2019,4.26469163550407,36811.73,0
DK05,2019,2.397558508095421,4865.82,0
DKZZ,2019,-16.943898025021642,-14379.693333333333,1
EE00,2019,7.691783979935307,2592.9233333333323,0
EL30,2019,3.3107398284576206,64781.98333333334,0
EL41,2019,3.1944012064413663,-16122.376666666663,1
EL42,2019,3.76670261605081,-12590.856666666668,1
EL43,2019,2.633996127642413,-9845.136666666667,1
EL51,2019,0.6947312417420859,-11925.726666666666,1
EL52,2019,1.883249277822108,5174.223333333332,0
EL53,2019,-5.049750367107187,-13878.85,1
EL54,2019,1.1482088999417828,-14877.06,1
EL61,2019,3.0756558311558546,-9705.67,1
EL62,2019,2.702310497558269,-15507.57,1
EL63,2019,2.1031866502570384,-10553.593333333334,1
EL64,2019,1.2142394666794454,-10802.633333333331,1
EL65,2019,2.1720852017937053,-10594.573333333334,1
ES11,2019,2.957091368792031,38066.45,0
ES12,2019,2.074123274259554,2637.7166666666635,0
ES13,2019,3.109672852303192,-6116.816666666668,1
ES21,2019,2.8991129818355166,46346.18333333333,0
ES22,2019,4.122850365684916,-299.6499999999978,1
ES23,2019,2.775754633001548,-10647.016666666666,1
ES24,2019,3.3621845600702915,14874.616666666663,0
ES30,2019,4.344049991486121,186977.35,0
ES41,2019,2.267050023231132,34470.316666666666,0
ES42,2019,2.6067073531185203,19161.45,0
ES43,2019,2.1860350595993783,-219.14999999999785,1
ES51,2019,3.922305932506665,187383.2166666667,0
ES52,2019,3.4048014361026446,82296.34999999999,0
ES53,2019,3.5093111553064604,10069.65,0
ES61,2019,2.831724155822668,126552.18333333332,0
ES62,2019,4.052933442218731,10210.083333333332,0
ES63,2019,3.0032266070985525,-17101.38333333333,1
ES64,2019,3.2563372824144343,-17191.88333333333,1
ES70,2019,2.594750421997216,21047.516666666663,0
ESZZ,2019,3.1222515391380767,-17418.916666666664,1
FI19,2019,2.050627767118529,28520.110000000004,0
FI1B,2019,4.285768021403813,63344.56,0
FI1C,2019,1.6912797865216378,20687.426666666663,0
FI1D,2019,1.8557079054896344,22227.346666666668,0
FI20,2019,4.753537552480158,-17230.946666666667,1
FIZZ,2019,30.561217556733244,-18533.796666666665,1
FR10,2019,4.124337538162082,633362.5833333333,0
FRB0,2019,2.413568778210262,52595.350000000006,0
FRC1,2019,1.4409700938968095,26880.883333333328,0
FRC2,2019,3.46444239423096,11858.350000000002,0
FRD1,2019,2.501183792193729,21521.35,0
FRD2,2019,2.0501800229319134,35080.98333333334,0
FRE1,2019,2.09294091613188,87815.41666666667,0
FRE2,2019,2.744166997818453,28852.81666666667,0
FRF1,2019,2.3315551236970045,39264.18333333333,0
FRF2,2019,1.2366740992542755,18972.65,0
FRF3,2019,1.792871718856981,39130.71666666666,0
FRG0,2019,4.01273191080902,90824.48333333332,0
FRH0,2019,3.652312503274224,73307.15,0
FRI1,2019,3.4487086517543286,80507.51666666668,0
FRI2,2019,4.868491484817161,-71.48333333333358,1
FRI3,2019,3.2026069478783947,30109.15,0
FRJ1,2019,3.6367662767371023,52975.88333333333,0
FRJ2,2019,3.4652787289412457,73133.45,0
FRK1,2019,2.987358701662779,17142.71666666667,0
FRK2,2019,3.0295312258333373,198797.11666666664,0
FRL0,2019,2.6098140702662143,140759.31666666668,0
FRM0,2019,2.8869912431556344,-9403.85,1
FRY1,2019,3.008382016764033,-9164.68333333333,1
FRY2,2019,-1.2320916905444013,-9806.583333333332,1
FRY3,2019,6.166930210692745,-14261.183333333334,1
FRY4,2019,3.0188997459654754,-867.4166666666679,1
FRY5,2019,9.302732240437162,-16684.25,1
FRZZ,2019,0.0416406412658831,-17656.716666666667,1
HR02,2019,5.1886912676128105,-10067.163333333332,1
HR03,2019,3.756002115467516,-3859.893333333332,1
HR05,2019,5.85415270775691,-3099.126666666665,1
HR06,2019,6.466542099170458,-11575.436666666665,1
HU11,2019,11.616653610275062,22096.873333333333,0
HU12,2019,10.211401804372432,-7097.163333333332,1
HU21,2019,6.477244858125908,-7294.606666666663,1
HU22,2019,3.4113810570364,-6566.076666666668,1
HU23,2019,4.930380223838426,-11721.186666666665,1
HU31,2019,2.171290711700835,-10041.516666666666,1
HU32,2019,6.92497706367794,-7899.17,1
HU33,2019,5.249345072780631,-8313.93333333333,1
IE04,2019,9.363085559972806,3624.763333333333,0
IE05,2019,9.345002912409184,68473.85,0
IE06,2019,7.914949869650423,121718.37666666666,0
ITC1,2019,0.4109161419128426,106691.53333333333,0
ITC2,2019,0.8534906833331357,-13967.673333333332,1
ITC3,2019,1.5481747801868062,28325.32666666667,0
ITC4,2019,1.0871371895827098,351888.0666666667,0
ITF1,2019,0.7152289134885192,13182.153333333332,0
ITF2,2019,2.035267497046944,-12347.176666666666,1
ITF3,2019,2.075876806576926,84738.55,0
ITF4,2019,1.2704849198986734,53449.76,0
ITF5,2019,-1.294800589815892,-6876.726666666666,1
ITF6,2019,0.8125679900310656,13908.546666666663,0
ITG1,2019,1.2629098040482178,66669.68,0
ITG2,2019,2.090343658898619,14416.283333333336,0
ITH1,2019,3.018061183388032,4353.186666666668,0
ITH2,2019,2.806607851194532,447.130000000001,0
ITH3,2019,1.7775260488657851,134063.53,0
ITH4,2019,2.429307883716314,17105.506666666664,0
ITH5,2019,0.8493870039653517,131103.12333333335,0
ITI1,2019,3.9136687170766127,91828.13666666666,0
ITI2,2019,0.6733221399571665,2681.2400000000016,0
ITI3,2019,1.7726481346135523,21188.76333333333,0
ITI4,2019,1.641378279687422,173371.71000000002,0
ITZZ,2019,-19.783328686166637,-17321.036666666667,1
LT01,2019,9.29140770117014,-3447.08,1
LT02,2019,5.645843241479009,3813.163333333334,0
LU00,2019,3.690888828933958,35451.68000000001,0
LV00,2019,5.021164134084577,5046.643333333333,0
LVZZ,2019,4.844377510040165,-18560.096666666665,1
ME00,2019,6.465677442071249,-14929.266666666666,1
MK00,2019,4.821863033996721,-9498.61,1
MT00,2019,6.6920648679039685,-8599.76333333333,1
MTZZ,2019,6.9841269841269815,-18579.93333333333,1
NL11,2019,1.605861690996946,7637.716666666663,0
NL12,2019,5.817155757284143,455.1766666666663,0
NL13,2019,4.421600339285603,-4265.606666666663,1
NL21,2019,5.263544450734092,20484.000000000004,0
NL22,2019,6.144290212356873,51653.543333333335,0
NL23,2019,7.86094257986194,-6246.849999999999,1
NL32,2019,6.362904531198543,129652.60666666664,0
NL34,2019,4.293679912703352,-6179.316666666668,1
NL35,2019,4.904640322532283,45685.616666666654,0
NL36,2019,5.439960674923761,128532.34,0
NL41,2019,5.707484327126888,84315.61666666668,0
NL42,2019,3.453206171283796,21108.79,0
NLZZ,2019,-15.8679834503749,-15250.123333333331,1
NO02,2019,0.8564757013176827,-2314.7966666666653,1
NO06,2019,1.1491450250871615,4529.310000000001,0
NO07,2019,0.166878652517477,5323.476666666669,0
NO08,2019,3.9652051786641,100103.58666666668,0
NO09,2019,0.4789331978908517,13457.990000000002,0
NO0A,2019,3.208960887339618,62385.88333333333,0
NO0B,2019,11.953792064289305,-18430.306666666667,1
NOZZ,2019,-22.556894437203635,40717.013333333336,0
PL21,2019,6.415496038972313,14660.626666666669,0
PL22,2019,5.185929729905414,33432.423333333325,0
PL41,2019,7.575342836845755,22844.303333333333,0
PL42,2019,5.593198140768108,-2652.140000000001,1
PL43,2019,5.53751369112816,-9128.33,1
PL51,2019,6.875395453633537,16898.916666666668,0
PL52,2019,6.145015731162173,-9760.356666666665,1
PL61,2019,4.375712083943162,124.46666666666351,0
PL62,2019,5.376500708255683,-7221.913333333332,1
PL63,2019,7.2207032823317086,5644.816666666669,0
PL71,2019,7.590302068446397,7367.920000000002,0
PL72,2019,4.895896869624994,-8360.663333333332,1
PL81,2019,6.831494623387235,-2010.6866666666683,1
PL82,2019,6.952920452183964,-2019.8899999999996,1
PL84,2019,7.235120698519593,-9009.04,1
PL91,2019,8.392511849172934,51752.38333333333,0
PL92,2019,8.639045333496863,4266.133333333331,0
PT11,2019,4.487753588001975,34356.71000000001,0
PT15,2019,5.267760900756402,-10661.123333333331,1
PT19,2019,4.038440754551753,6959.743333333332,0
PT1A,2019,5.506256528143427,37139.03333333334,0
PT1B,2019,5.554869601058954,-9158.84,1
PT1C,2019,0.611259445675838,-10541.313333333332,1
PT1D,2019,4.281920062188238,-6833.9366666666665,1
PT20,2019,4.208099909425922,-14820.366666666669,1
PT30,2019,3.9310464134162393,-14285.593333333332,1
PTZZ,2019,7.388044300749819,-18456.43333333333,1
RO11,2019,10.476727488093983,-169.4866666666676,1
RO12,2019,7.342372733615998,-833.9666666666672,1
RO21,2019,9.995179851498204,-2479.6099999999988,1
RO22,2019,5.071639516550297,-1390.5266666666648,1
RO31,2019,4.761969648358466,1375.5633333333317,0
RO32,2019,12.261640640827045,24434.22333333334,0
RO41,2019,8.900649385145876,-6980.689999999999,1
RO42,2019,9.182423133220484,-3399.0133333333306,1
ROZZ,2019,-1.351181498240328,-18478.13333333333,1
RS11,2019,9.423417553474756,-3125.9666666666653,1
RS12,2019,6.241690175941317,-8799.32,1
RS21,2019,6.52270756851645,-11527.563333333332,1
RS22,2019,5.770789121342923,-13487.0,1
RSZZ,2019,-1.725663716814163,-18571.77,1
SE11,2019,3.1001462606360164,123583.32,0
SE12,2019,0.0586759805026204,45692.98666666666,0
SE21,2019,-0.3181097418120782,14063.130000000005,0
SE22,2019,2.298253512217685,38475.46000000001,0
SE23,2019,1.5459055950212353,69079.75333333334,0
SE31,2019,1.028272181014911,11985.763333333332,0
SE32,2019,0.6921687453784964,-4063.7933333333312,1
SE33,2019,3.575242349392393,2947.6600000000035,0
SEZZ,2019,2.443570097328629,-18492.39,1
SI03,2019,6.174333333504234,-1838.563333333332,1
SI04,2019,5.739087020688172,3240.126666666664,0
SK01,2019,2.747761121890236,4339.220000000001,0
SK02,2019,7.573490585893783,5867.556666666664,0
SK03,2019,6.145117972566205,-2925.453333333333,1
SK04,2019,2.13369701956585,-2143.463333333333,1
TR10,2019,2.8183616791723543,213504.0433333333,0
TR21,2019,4.346005272203102,180.10333333332892,0
TR22,2019,4.354928857485563,-4066.8066666666655,1
TR31,2019,0.5284796066752362,27056.523333333327,0
TR32,2019,5.117165985824879,6198.516666666666,0
TR33,2019,1.6997309184828555,5478.306666666671,0
TR41,2019,0.9191496421926626,23622.46666666667,0
TR42,2019,-1.3294899857308806,25837.85333333333,0
TR51,2019,9.00265824924884,52653.813333333324,0
TR52,2019,4.244999549283368,-186.55333333332965,1
TR61,2019,9.213409356636348,10780.773333333334,0
TR62,2019,5.730213681692042,9901.82,0
TR63,2019,0.2490627868271255,77.20999999999913,0
TR71,2019,5.155176290576446,-8201.689999999999,1
TR72,2019,5.03071841464493,-745.7266666666656,1
TR81,2019,-7.129630897552353,-11291.176666666666,1
TR82,2019,6.635005419660511,-13228.646666666667,1
TR83,2019,6.632004274933068,-1418.8033333333296,1
TR90,2019,8.1533969400563,-1357.7866666666669,1
TRA1,2019,4.417563799494517,-11863.379999999996,1
TRA2,2019,7.081908083495403,-13848.386666666664,1
TRB1,2019,5.6949097245043045,-8850.43333333333,1
TRB2,2019,8.02643169294537,-10592.276666666668,1
TRC1,2019,3.3158589252254345,-2200.3099999999977,1
TRC2,2019,6.340148491151743,-4232.816666666668,1
TRC3,2019,8.824656704296086,-8596.026666666667,1
